ROLL,RBC Bearings Incorporated - Common Stock,NASDAQ
84.85,84.35,84.87,83.88
84.54,85.28,85.46,83.80
85.85,89.64,89.89,85.45
89.35,90.67,90.97,88.04
90.51,91.48,91.60,89.17
92.33,91.51,94.52,91.13
91.98,89.92,92.29,88.98
90.22,92.48,93.76,88.88
92.34,92.77,93.95,92.33
93.15,92.10,93.33,91.23
92.76,93.31,93.36,91.71
93.56,94.12,94.58,92.46
94.09,93.06,94.78,93.05
93.17,93.25,93.76,92.85
93.67,93.42,95.02,92.94
93.36,92.46,94.12,92.14
92.82,92.93,94.16,92.39
93.60,92.81,93.71,92.25
93.81,93.53,94.42,93.00
93.86,93.53,94.62,93.47
93.68,92.59,94.57,91.95
92.97,91.76,92.97,91.69
91.34,89.95,91.34,89.85
90.30,91.59,92.99,90.10
91.56,92.41,92.78,91.56
92.07,90.23,92.07,89.80
90.59,91.43,92.23,90.46
