HSNI,HSN,NASDAQ
36.80,36.75,37.00,36.20
36.60,35.90,36.90,35.80
36.20,36.30,36.50,36.00
36.40,36.15,36.65,36.00
36.15,35.95,36.25,35.35
36.10,35.60,36.25,35.45
35.75,36.10,36.65,35.75
36.50,36.65,37.00,35.90
36.70,36.30,36.95,36.25
36.15,34.60,36.15,34.20
34.50,34.15,34.75,33.92
34.10,34.60,35.00,34.10
34.75,34.20,35.05,34.15
34.30,34.20,34.80,33.90
34.35,34.30,34.35,33.83
34.55,34.25,34.90,34.00
34.45,34.50,34.90,34.25
34.20,33.60,34.80,33.30
33.75,33.45,33.75,33.20
33.40,33.40,33.63,33.15
33.45,33.95,34.35,33.40
34.05,33.20,34.05,32.85
33.15,33.65,34.00,32.70
33.85,33.90,34.30,33.65
